(希望乒乓球球迷们，想看清乒乓球队退赛的原因，看清刘国梁被架空认真了解韩志国微博,(刘国梁,2017-06-26),1)
(刘国梁在乒乓球上情商和智商恐怕无人能及，也可说前无古人后无来者，在四十多岁遭体育总局明升暗降，令人发指，尤其是当前日本出现了一批水平高的青少年选手，体育总局在认命刘乒乓球队总教练八十多天的时候突然撤销，做法令人费解！改革应该是在计划之中进行，任免草率从事，苟仲文为首的领导你们做法恐怕没有几个人可以理解，莫非你们都想做亲者痛仇者恨的事，让最让人放心的项目变成日本人的优势项目，做亲日派！,(刘国梁,2017-06-26),1)
(刘国梁在乒乓球上情商和智商恐怕无人能及，也可说前无古人后无来者，在四十多岁遭体育总局明升暗降，令人发指，尤其是当前日本出现了一批水平高的青少年选手，体育总局在认命刘乒乓球队总教练八十多天的时候突然撤销，做法令人费解！改革应该是在计划之中进行，任免草率从事，苟仲文为首的领导你们恐怕,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(我知道 刘国梁都给取了,(刘国梁,2017-06-26),1)
(国家队可以缺了刘国梁 可以缺秦志戬 马琳 王皓 但是目前不可能同时缺马龙 许昕 小胖,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁妻子,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(@秋猴 体育精英官员和政治精英官员这体育系统管理层的两大力量有一定程度的角力，苟局长要改变总教练制度，强化各专项协会，弱化事业单位的管理中心，在七十多天前刘国梁的总教练本不应招聘的，但有力量推进了这事，与苟局长思路不一样,(刘国梁,2017-06-26),1)
(刘国梁 赌博,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(从这里看，似乎没有什么“任人唯亲”的认命和“逆我者亡”的迫害。 如果真是这样，我认为刘国梁应该阻止弃赛。 刘的贡献被肯定的同时也得到了报酬：金钱，地位甚至军衔，局里未必能动他在军队的利益。他毕竟是为政府打工的。 而且，这次的事，不是英雄一怒为红颜，而是小弟兄们为有钱有势的大哥的利益承担了太大的付出。刘不够哥们。 我非常赞成政府机构扁平化，做什么都要效率，毕竟钱有限。,(刘国梁,2017-06-26),1)
(似乎没听说有“任人唯亲”的任命和“逆我者亡”的迫害。 如果真是这样，我认为刘国梁应该阻止弃赛。 刘的贡献被肯定的同时也得到了报酬：金钱，地位甚至军衔，局里未必能动他在军队的利益。他毕竟是为政府打工的。 而且，这次的事，不是英雄一怒为红颜，而是小弟兄们为有钱有势的大哥的利益承担了太大的付出。刘不够哥们啊！ 我非常赞成政府机构扁平化，做什么都要效率，毕竟钱有限。,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(全场高喊刘国梁的观众都是不明真相群众，哎，这届人民真心不行啊,(刘国梁,2017-06-26),1)
(乒乓球刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(国家体育总局表态 刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
